Id,data_venda,vendedor,equipe,categoria_servico,servico,quantidade,preco_unitario,custo,cliente,estado,regiao
17141,2024-06-19,Luna,Equipe Solaris,Infraestrutura,Backup em Nuvem,8,383.76,283.78,Fernandes,PE,nordeste
17142,2022-09-14,Agatha,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,9,1174.27,936.09,Barros S.A.,SP,sudeste
17143,2024-08-27,Isabella,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,11,666.72,398.41,da Luz,AM,norte
17144,2024-06-08,Ana Júlia,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,18,940.46,485.54,Lima e Filhos,SP,sudeste
17145,2023-09-14,Ana Júlia,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,16,449.48,233.66,Teixeira Costela e Filhos,PA,norte
17146,2024-05-05,Ana Júlia,Equipe Solaris,Infraestrutura,Hospedagem de Sites,1,1340.45,1128.12,Azevedo S.A.,RJ,sudeste
17147,2024-07-16,Agatha,Equipe Solaris,Consultoria,Auditoria de Sistemas,16,354.53,259.04,Mendes Viana S/A,PR,sul
17148,2023-02-20,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,14,925.9,650.28,Carvalho Ltda.,BA,nordeste
17149,2023-06-20,Luna,Equipe Solaris,Consultoria,Treinamento em TI,10,982.85,672.43,Costa,MG,sudeste
17150,2024-12-01,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,6,487.35,267.69,Gomes,MG,sudeste
17151,2022-11-22,Agatha,Equipe Solaris,Infraestrutura,Backup em Nuvem,20,256.72,155.48,Silva,RJ,sudeste
17152,2023-10-11,Luna,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,15,1037.48,647.94,Moura,CE,nordeste
17153,2022-06-23,Ana Júlia,Equipe Solaris,Infraestrutura,Backup em Nuvem,17,489.82,322.99,Costa,PE,nordeste
17154,2023-11-23,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,16,658.24,507.59,Cavalcanti Araújo Ltda.,DF,centro-oeste
17155,2023-12-17,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,11,314.17,181.46,Moreira,RJ,sudeste
17156,2024-06-29,Danilo,Equipe Solaris,Consultoria,Auditoria de Sistemas,3,1280.04,1069.41,Barbosa - ME,RS,sul
17157,2024-11-08,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,19,166.75,118.43,da Conceição - ME,MT,centro-oeste
17158,2023-10-30,Ana Júlia,Equipe Solaris,Consultoria,Treinamento em TI,19,766.32,682.73,Ramos,CE,nordeste
17159,2022-09-07,Isabella,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,20,1487.37,1008.07,da Mata S/A,PE,nordeste
17160,2025-04-15,Isabella,Equipe Solaris,Desenvolvimento,Integração de Sistemas,6,1277.28,876.46,Fogaça,GO,centro-oeste
17161,2022-11-03,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,17,1185.14,860.66,Correia - ME,BA,nordeste
17162,2024-01-02,Luna,Equipe Solaris,Consultoria,Consultoria em TI,7,1233.16,1041.71,Peixoto Ltda.,CE,nordeste
17163,2025-02-16,Luna,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,11,229.41,161.4,Silva,SP,sudeste
17164,2022-09-05,Ana Júlia,Equipe Solaris,Infraestrutura,Hospedagem de Sites,20,475.55,366.31,Pires,CE,nordeste
17165,2024-10-16,Agatha,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,6,1067.24,941.0,da Costa S.A.,PA,norte
17166,2024-10-08,Ana Júlia,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,12,636.43,397.31,Lopes S/A,MT,centro-oeste
17167,2025-02-03,Luna,Equipe Solaris,Infraestrutura,Backup em Nuvem,3,372.09,282.15,Pires,GO,centro-oeste
17168,2025-02-19,Ana Júlia,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,19,946.57,694.45,Almeida,DF,centro-oeste
17169,2022-10-29,Isabella,Equipe Solaris,Infraestrutura,Hospedagem de Sites,3,1199.62,863.11,Campos,GO,centro-oeste
17170,2023-05-14,Agatha,Equipe Solaris,Infraestrutura,Hospedagem de Sites,20,1068.97,637.35,Porto,SP,sudeste
17171,2024-10-08,Danilo,Equipe Solaris,Infraestrutura,Hospedagem de Sites,5,754.8,488.51,Pereira,MT,centro-oeste
17172,2023-03-14,Agatha,Equipe Solaris,Desenvolvimento,Integração de Sistemas,18,697.13,622.87,Ramos Ltda.,PE,nordeste
17173,2025-02-15,Agatha,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,9,876.66,514.34,Freitas Viana Ltda.,BA,nordeste
17174,2024-03-11,Luna,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,13,679.09,570.67,da Mota,SC,sul
17175,2023-05-29,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,5,873.56,704.8,Pires,PE,nordeste
17176,2025-01-28,Isabella,Equipe Solaris,Infraestrutura,Backup em Nuvem,10,274.6,188.13,Pires Moreira Ltda.,RS,sul
17177,2024-08-20,Isabella,Equipe Solaris,Infraestrutura,Suporte Técnico,14,742.02,532.9,Barbosa Novaes Ltda.,MG,sudeste
17178,2024-03-20,Luna,Equipe Solaris,Infraestrutura,Hospedagem de Sites,2,1036.44,792.26,da Cunha,MG,sudeste
17179,2024-11-04,Isabella,Equipe Solaris,Consultoria,Auditoria de Sistemas,5,185.81,146.36,Caldeira Ribeiro S.A.,PE,nordeste
17180,2024-01-06,Danilo,Equipe Solaris,Infraestrutura,Hospedagem de Sites,15,421.11,282.78,Cardoso,MT,centro-oeste
17181,2022-06-19,Ana Júlia,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,19,1449.2,1058.25,Vieira,MG,sudeste
17182,2025-03-03,Danilo,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,11,826.64,510.67,Cardoso Martins e Filhos,AM,norte
17183,2023-12-27,Agatha,Equipe Solaris,Infraestrutura,Backup em Nuvem,1,601.75,339.17,Alves Oliveira - EI,RJ,sudeste
17184,2023-02-03,Agatha,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,9,250.06,150.61,Farias,RJ,sudeste
17185,2024-05-06,Luna,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,18,572.38,439.67,Silveira Ltda.,RS,sul
17186,2025-05-21,Isabella,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,19,244.22,153.27,Pinto S.A.,GO,centro-oeste
17187,2023-08-11,Luna,Equipe Solaris,Desenvolvimento,Automação de Processos,14,1123.12,846.48,Farias Peixoto - ME,MT,centro-oeste
17188,2022-12-16,Agatha,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,2,1245.87,628.01,Barbosa,RS,sul
17189,2025-02-07,Luna,Equipe Solaris,Consultoria,Consultoria em TI,4,587.43,481.82,da Paz S/A,RS,sul
17190,2023-05-28,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,1,955.6,851.79,Costela Nogueira - ME,PR,sul
17191,2023-03-16,Luna,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,16,1034.05,746.49,Viana Silveira Ltda.,RS,sul
17192,2023-06-08,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,4,833.04,558.76,Campos Ltda.,BA,nordeste
17193,2024-12-29,Luna,Equipe Solaris,Consultoria,Gestão de Projetos de TI,6,611.24,316.79,Cavalcanti Aragão S/A,PA,norte
17194,2023-03-10,Ana Júlia,Equipe Solaris,Desenvolvimento,Integração de Sistemas,2,876.47,751.05,Cardoso S/A,MG,sudeste
17195,2025-04-13,Danilo,Equipe Solaris,Desenvolvimento,Integração de Sistemas,10,311.1,202.04,Gonçalves,MG,sudeste
17196,2023-10-02,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,7,750.12,449.34,Cardoso Ltda.,SP,sudeste
17197,2023-09-15,Luna,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,4,1244.74,893.76,Gomes S/A,DF,centro-oeste
17198,2022-09-24,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,10,963.89,577.15,Silva Fogaça S.A.,SC,sul
17199,2024-02-23,Ana Júlia,Equipe Solaris,Consultoria,Consultoria em TI,14,405.24,270.22,Pereira Ltda.,CE,nordeste
17200,2024-11-09,Isabella,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,14,1088.06,691.31,Oliveira,SC,sul
17201,2023-05-09,Ana Júlia,Equipe Solaris,Desenvolvimento,Integração de Sistemas,8,528.54,266.86,Cardoso,RJ,sudeste
17202,2024-03-07,Luna,Equipe Solaris,Desenvolvimento,Integração de Sistemas,6,554.93,475.19,Martins,BA,nordeste
17203,2023-10-30,Agatha,Equipe Solaris,Consultoria,Treinamento em TI,19,681.09,530.85,Fogaça - EI,GO,centro-oeste
17204,2022-07-07,Agatha,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,10,1447.54,954.16,Costa Melo S/A,SC,sul
17205,2023-09-30,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,5,276.46,231.27,Duarte e Filhos,BA,nordeste
17206,2024-05-26,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,8,1061.76,816.49,Lopes S/A,BA,nordeste
17207,2022-06-25,Danilo,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,12,1183.82,764.33,Cardoso Pereira - EI,RJ,sudeste
17208,2022-08-22,Isabella,Equipe Solaris,Infraestrutura,Backup em Nuvem,15,1264.4,998.62,Araújo Ltda.,RS,sul
17209,2025-05-19,Agatha,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,5,1315.46,874.94,Monteiro,BA,nordeste
17210,2025-01-30,Luna,Equipe Solaris,Consultoria,Treinamento em TI,4,1052.33,867.09,Cardoso da Rosa S/A,AM,norte
17211,2023-09-13,Ana Júlia,Equipe Solaris,Consultoria,Consultoria em TI,11,442.19,272.37,Castro,PE,nordeste
17212,2022-07-29,Agatha,Equipe Solaris,Infraestrutura,Backup em Nuvem,10,482.0,382.18,da Costa,PE,nordeste
17213,2023-05-14,Ana Júlia,Equipe Solaris,Consultoria,Treinamento em TI,15,1195.07,880.65,da Rocha Novaes S/A,AM,norte
17214,2023-04-24,Agatha,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,5,1004.14,810.57,Ramos S/A,SP,sudeste
17215,2022-11-18,Danilo,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,13,1096.06,764.15,Nascimento Monteiro S.A.,DF,centro-oeste
17216,2022-11-28,Danilo,Equipe Solaris,Infraestrutura,Backup em Nuvem,11,182.44,97.08,Moreira Costa e Filhos,SP,sudeste
17217,2024-02-15,Ana Júlia,Equipe Solaris,Consultoria,Treinamento em TI,13,155.83,92.62,Vieira S.A.,RS,sul
17218,2023-05-12,Danilo,Equipe Solaris,Infraestrutura,Suporte Técnico,14,152.34,105.52,Pinto,GO,centro-oeste
17219,2025-01-26,Isabella,Equipe Solaris,Consultoria,Treinamento em TI,13,1230.27,770.66,da Paz,SC,sul
17220,2023-10-06,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,16,995.8,582.89,Carvalho Ltda.,SC,sul
17221,2023-05-19,Luna,Equipe Solaris,Desenvolvimento,Integração de Sistemas,8,897.14,748.53,da Cunha Correia - EI,CE,nordeste
17222,2024-06-24,Luna,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,9,203.87,165.41,Rocha,MT,centro-oeste
17223,2022-12-29,Luna,Equipe Solaris,Infraestrutura,Suporte Técnico,10,981.07,585.23,Vieira,MG,sudeste
17224,2025-02-27,Isabella,Equipe Solaris,Infraestrutura,Suporte Técnico,4,235.43,194.49,Azevedo,GO,centro-oeste
17225,2024-06-20,Ana Júlia,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,18,652.89,344.56,Correia Caldeira - ME,RJ,sudeste
17226,2024-01-09,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,3,782.8,670.24,Jesus,GO,centro-oeste
17227,2022-06-08,Danilo,Equipe Solaris,Consultoria,Treinamento em TI,9,1118.28,823.84,da Conceição,PE,nordeste
17228,2022-12-15,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,17,633.62,353.91,Araújo,SC,sul
17229,2022-09-20,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,13,464.21,390.84,Alves,DF,centro-oeste
17230,2024-05-28,Ana Júlia,Equipe Solaris,Infraestrutura,Hospedagem de Sites,18,978.85,666.45,Nogueira Azevedo e Filhos,SC,sul
17231,2024-04-11,Agatha,Equipe Solaris,Infraestrutura,Suporte Técnico,19,1082.2,619.47,da Rosa,RO,norte
17232,2024-11-29,Agatha,Equipe Solaris,Infraestrutura,Hospedagem de Sites,14,1332.43,971.8,Pinto,MG,sudeste
17233,2023-11-06,Ana Júlia,Equipe Solaris,Infraestrutura,Backup em Nuvem,4,1243.97,741.67,Nascimento Duarte Ltda.,GO,centro-oeste
17234,2024-07-20,Ana Júlia,Equipe Solaris,Infraestrutura,Suporte Técnico,6,300.4,255.61,da Luz,MT,centro-oeste
17235,2022-06-08,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,15,544.0,481.95,Cunha,BA,nordeste
17236,2023-07-12,Ana Júlia,Equipe Solaris,Infraestrutura,Backup em Nuvem,17,1082.3,744.83,Cavalcanti S/A,BA,nordeste
17237,2022-10-06,Agatha,Equipe Solaris,Desenvolvimento,Integração de Sistemas,1,960.56,806.61,Jesus - EI,DF,centro-oeste
17238,2023-06-23,Isabella,Equipe Solaris,Desenvolvimento,Automação de Processos,16,200.0,152.91,da Rosa,PR,sul
17239,2023-03-19,Ana Júlia,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,12,1156.77,733.27,Pinto Nogueira - EI,SP,sudeste
17240,2023-08-01,Isabella,Equipe Solaris,Infraestrutura,Backup em Nuvem,8,1295.28,1067.58,Barros Lopes Ltda.,CE,nordeste
17241,2025-02-05,Ana Júlia,Equipe Solaris,Consultoria,Consultoria em TI,12,1425.56,1225.3,Azevedo S.A.,CE,nordeste
17242,2022-06-16,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,5,810.67,704.42,da Cruz Nascimento S/A,PR,sul
17243,2024-01-16,Isabella,Equipe Solaris,Consultoria,Treinamento em TI,11,196.25,166.43,Castro - EI,SC,sul
17244,2023-07-21,Luna,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,7,216.42,143.38,Campos - EI,PA,norte
17245,2024-10-13,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,18,335.69,237.76,da Mota,SP,sudeste
17246,2024-02-16,Ana Júlia,Equipe Solaris,Consultoria,Auditoria de Sistemas,13,388.04,223.82,Melo Carvalho - ME,AM,norte
17247,2024-07-19,Isabella,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,7,1307.22,750.92,Pinto Nunes - ME,RS,sul
17248,2024-11-14,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,7,219.59,188.05,Freitas,SP,sudeste
17249,2023-08-30,Isabella,Equipe Solaris,Consultoria,Gestão de Projetos de TI,6,821.84,481.21,Vieira,CE,nordeste
17250,2023-09-16,Luna,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,16,408.93,266.08,Moreira S.A.,RO,norte
17251,2025-04-02,Luna,Equipe Solaris,Infraestrutura,Suporte Técnico,8,826.29,492.95,Azevedo - ME,PA,norte
17252,2025-01-29,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,8,442.42,306.23,da Rosa Rodrigues S.A.,RJ,sudeste
17253,2023-07-16,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,6,1124.62,604.02,Araújo,MT,centro-oeste
17254,2024-06-02,Isabella,Equipe Solaris,Consultoria,Auditoria de Sistemas,14,630.55,542.78,Dias,PR,sul
17255,2023-09-03,Ana Júlia,Equipe Solaris,Consultoria,Auditoria de Sistemas,13,876.48,560.05,Silva,AM,norte
17256,2024-02-27,Luna,Equipe Solaris,Consultoria,Consultoria em TI,11,603.44,421.92,Nunes,SC,sul
17257,2024-02-12,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,1,1210.83,686.57,Farias da Rosa - EI,PA,norte
17258,2024-03-06,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,3,1336.53,936.95,Carvalho Ferreira Ltda.,RJ,sudeste
17259,2022-05-30,Danilo,Equipe Solaris,Consultoria,Consultoria em TI,19,1025.52,560.0,Fernandes,SC,sul
17260,2025-04-16,Ana Júlia,Equipe Solaris,Infraestrutura,Hospedagem de Sites,9,277.89,219.59,Lopes e Filhos,PR,sul
17261,2022-12-10,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,5,764.13,563.0,Fogaça,SP,sudeste
17262,2022-12-19,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,8,1393.05,1053.4,Sales,RO,norte
17263,2023-03-14,Ana Júlia,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,4,762.68,381.75,Carvalho,AM,norte
17264,2022-12-03,Agatha,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,14,503.64,292.2,Barbosa,BA,nordeste
17265,2023-01-04,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,18,318.18,224.51,Aragão,SC,sul
17266,2022-10-20,Danilo,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,7,350.7,213.48,da Cruz Ferreira - ME,PR,sul
17267,2024-10-24,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,12,261.15,160.74,Santos da Rosa - EI,PR,sul
17268,2024-10-05,Danilo,Equipe Solaris,Desenvolvimento,Automação de Processos,1,175.72,126.46,Campos Moreira S.A.,GO,centro-oeste
17269,2025-05-22,Luna,Equipe Solaris,Infraestrutura,Suporte Técnico,6,690.8,386.41,Silva,RS,sul
17270,2025-05-03,Danilo,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,12,644.69,573.08,Teixeira,PA,norte
17271,2024-06-23,Luna,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,12,160.92,104.02,Moreira da Mota e Filhos,CE,nordeste
17272,2024-01-30,Ana Júlia,Equipe Solaris,Desenvolvimento,Automação de Processos,20,993.85,549.33,Costela Nascimento S/A,SP,sudeste
17273,2024-11-09,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,3,217.24,136.81,Lopes Ramos S.A.,PE,nordeste
17274,2025-02-01,Ana Júlia,Equipe Solaris,Consultoria,Auditoria de Sistemas,1,356.97,280.18,Novaes - ME,DF,centro-oeste
17275,2023-01-08,Agatha,Equipe Solaris,Desenvolvimento,Integração de Sistemas,12,609.22,546.46,Araújo,SC,sul
17276,2025-03-05,Ana Júlia,Equipe Solaris,Desenvolvimento,Integração de Sistemas,9,955.6,485.66,Rezende - EI,BA,nordeste
17277,2022-12-21,Luna,Equipe Solaris,Infraestrutura,Hospedagem de Sites,8,948.69,782.99,Carvalho,BA,nordeste
17278,2023-11-01,Agatha,Equipe Solaris,Infraestrutura,Suporte Técnico,9,717.07,486.14,Moreira e Filhos,PR,sul
17279,2023-10-25,Ana Júlia,Equipe Solaris,Consultoria,Consultoria em TI,19,1067.67,580.09,Novaes S.A.,RJ,sudeste
17280,2025-05-28,Danilo,Equipe Solaris,Desenvolvimento,Automação de Processos,2,1481.77,1315.79,Cunha,RS,sul
17281,2024-11-07,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,15,413.49,325.31,Pinto,BA,nordeste
17282,2024-06-22,Danilo,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,2,314.8,200.39,da Conceição,SC,sul
17283,2023-06-04,Isabella,Equipe Solaris,Desenvolvimento,Automação de Processos,2,1405.85,885.26,Silveira,RO,norte
17284,2024-03-07,Isabella,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,20,881.77,444.2,Silveira Campos - EI,MT,centro-oeste
17285,2023-06-26,Isabella,Equipe Solaris,Consultoria,Auditoria de Sistemas,12,1156.53,691.01,Mendes Ltda.,GO,centro-oeste
17286,2023-04-22,Danilo,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,9,1329.4,782.4,Costela Cunha - ME,PR,sul
17287,2024-09-18,Agatha,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,9,1329.13,715.94,Novaes,BA,nordeste
17288,2023-01-19,Danilo,Equipe Solaris,Infraestrutura,Hospedagem de Sites,20,946.58,806.75,da Mota Gonçalves Ltda.,DF,centro-oeste
17289,2024-04-12,Ana Júlia,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,6,595.82,344.25,Pinto,DF,centro-oeste
17290,2023-11-21,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,12,1484.21,745.12,Alves,AM,norte
17291,2022-12-07,Ana Júlia,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,12,311.62,207.95,Ferreira,PR,sul
17292,2022-08-11,Luna,Equipe Solaris,Consultoria,Auditoria de Sistemas,17,419.03,266.02,Jesus Ribeiro - EI,SP,sudeste
17293,2025-02-04,Agatha,Equipe Solaris,Consultoria,Consultoria em TI,16,567.42,297.9,da Conceição,RJ,sudeste
17294,2022-09-19,Isabella,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,1,1178.77,593.48,Pires S/A,RS,sul
17295,2023-02-05,Isabella,Equipe Solaris,Infraestrutura,Monitoramento de Sistemas,13,248.79,157.83,Costela,SP,sudeste
17296,2025-03-19,Isabella,Equipe Solaris,Infraestrutura,Backup em Nuvem,9,521.53,383.12,Peixoto Dias e Filhos,BA,nordeste
17297,2024-02-24,Isabella,Equipe Solaris,Consultoria,Gestão de Projetos de TI,15,432.71,307.68,Duarte,PA,norte
17298,2022-12-06,Ana Júlia,Equipe Solaris,Desenvolvimento,Automação de Processos,13,973.92,630.15,Nogueira,CE,nordeste
17299,2024-03-07,Agatha,Equipe Solaris,Consultoria,Auditoria de Sistemas,1,449.33,253.76,Barbosa Mendes - ME,PR,sul
17300,2024-10-05,Agatha,Equipe Solaris,Desenvolvimento,Automação de Processos,6,732.36,480.3,Moreira Alves e Filhos,PA,norte
17301,2023-09-13,Ana Júlia,Equipe Solaris,Consultoria,Treinamento em TI,6,1289.52,647.29,Moraes S.A.,PE,nordeste
17302,2023-05-29,Isabella,Equipe Solaris,Desenvolvimento,Integração de Sistemas,16,488.84,386.16,Almeida,CE,nordeste
17303,2023-07-14,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,10,540.35,472.14,Farias,SP,sudeste
17304,2023-09-13,Luna,Equipe Solaris,Desenvolvimento,Integração de Sistemas,8,1017.75,635.23,Alves,PE,nordeste
17305,2024-09-13,Isabella,Equipe Solaris,Infraestrutura,Backup em Nuvem,16,1435.03,1027.09,Martins Ferreira Ltda.,MT,centro-oeste
17306,2025-04-13,Luna,Equipe Solaris,Infraestrutura,Hospedagem de Sites,11,253.9,163.14,Jesus da Luz S.A.,RS,sul
17307,2025-01-02,Danilo,Equipe Solaris,Consultoria,Treinamento em TI,19,497.15,437.15,Nogueira,SC,sul
17308,2024-07-21,Luna,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,5,834.0,587.42,Viana,GO,centro-oeste
17309,2025-01-27,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,3,1240.37,1012.67,Costela Correia - ME,CE,nordeste
17310,2022-11-12,Luna,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,11,428.25,303.8,da Conceição - ME,MG,sudeste
17311,2024-04-29,Agatha,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,3,982.0,860.61,Rocha da Mata - EI,GO,centro-oeste
17312,2023-02-20,Danilo,Equipe Solaris,Consultoria,Gestão de Projetos de TI,16,1391.36,1065.04,Fernandes - ME,SC,sul
17313,2023-07-21,Ana Júlia,Equipe Solaris,Desenvolvimento,Integração de Sistemas,8,316.87,233.92,Oliveira - ME,DF,centro-oeste
17314,2023-05-12,Isabella,Equipe Solaris,Infraestrutura,Backup em Nuvem,4,789.75,479.79,Nogueira,GO,centro-oeste
17315,2025-03-02,Luna,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,3,430.24,372.25,Campos - EI,CE,nordeste
17316,2022-11-19,Luna,Equipe Solaris,Infraestrutura,Suporte Técnico,7,1139.11,1003.94,Silveira da Mata S/A,MT,centro-oeste
17317,2024-05-03,Luna,Equipe Solaris,Consultoria,Gestão de Projetos de TI,3,1158.83,735.07,Castro Castro - ME,RO,norte
17318,2022-07-28,Luna,Equipe Solaris,Consultoria,Gestão de Projetos de TI,8,1281.24,1055.63,da Mota,MT,centro-oeste
17319,2024-12-04,Isabella,Equipe Solaris,Consultoria,Gestão de Projetos de TI,9,724.46,583.14,Almeida,SC,sul
17320,2023-12-28,Isabella,Equipe Solaris,Consultoria,Gestão de Projetos de TI,16,302.36,222.75,Azevedo,RJ,sudeste
17321,2024-08-16,Luna,Equipe Solaris,Consultoria,Consultoria em TI,4,934.79,736.6,da Rosa Cavalcanti e Filhos,DF,centro-oeste
17322,2024-02-29,Danilo,Equipe Solaris,Infraestrutura,Suporte Técnico,12,332.4,182.17,Almeida - EI,PA,norte
17323,2023-12-02,Isabella,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,8,283.79,209.5,Gonçalves Viana - EI,BA,nordeste
17324,2023-06-17,Luna,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,17,402.42,208.69,Fernandes,MG,sudeste
17325,2022-07-14,Isabella,Equipe Solaris,Consultoria,Consultoria em TI,19,1478.18,1225.65,da Conceição da Mata - EI,SP,sudeste
17326,2022-12-07,Isabella,Equipe Solaris,Consultoria,Gestão de Projetos de TI,16,1258.34,869.73,Martins - EI,PE,nordeste
17327,2025-04-20,Ana Júlia,Equipe Solaris,Desenvolvimento,Integração de Sistemas,14,1067.34,889.17,Freitas S/A,RJ,sudeste
17328,2024-10-24,Luna,Equipe Solaris,Desenvolvimento,Automação de Processos,13,1458.37,1170.8,Barbosa S.A.,DF,centro-oeste
17329,2022-05-30,Isabella,Equipe Solaris,Consultoria,Auditoria de Sistemas,2,1250.85,982.88,Rocha Ltda.,SP,sudeste
17330,2024-06-14,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,2,1482.68,1231.51,Cavalcanti e Filhos,MG,sudeste
17331,2024-09-24,Agatha,Equipe Solaris,Consultoria,Gestão de Projetos de TI,8,1196.84,717.57,Cunha,MT,centro-oeste
17332,2023-03-03,Isabella,Equipe Solaris,Desenvolvimento,Criação de Aplicativos,11,315.31,203.07,Correia e Filhos,PR,sul
17333,2025-05-08,Ana Júlia,Equipe Solaris,Consultoria,Treinamento em TI,12,225.36,116.94,Nunes,AM,norte
17334,2025-03-10,Ana Júlia,Equipe Solaris,Desenvolvimento,Automação de Processos,15,1293.09,1134.53,Peixoto Moraes - ME,RJ,sudeste
17335,2023-11-04,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento Web,20,890.89,767.52,Dias,MG,sudeste
17336,2023-03-25,Ana Júlia,Equipe Solaris,Desenvolvimento,Desenvolvimento de Software,9,914.22,523.42,Moura,SP,sudeste
17337,2023-08-09,Danilo,Equipe Solaris,Infraestrutura,Gerenciamento de Redes,12,174.82,153.37,da Luz,DF,centro-oeste
17338,2024-06-09,Isabella,Equipe Solaris,Consultoria,Gestão de Projetos de TI,13,1006.04,832.22,Barbosa,PE,nordeste
17339,2025-04-15,Isabella,Equipe Solaris,Consultoria,Planejamento Estratégico de TI,10,442.51,286.29,Martins Castro Ltda.,RO,norte
